# submitted_item	validated_id	current_symbol
Q7KN75	FBgn0027835	Dp1
Q26454	FBgn0015929	dpa
Q8IN02	FBgn0024558	Dph5
Q9VCY2	FBgn0053107	CG33107
A1Z6M6	FBgn0266518	Dpit47
Q9VHR8-1	unknown ID	-
Q8IR42	FBgn0260006	drd
Q8IRG6-2	unknown ID	-
O77425	FBgn0025640	CG13369
Q8IRY7-1	unknown ID	-
O96083	FBgn0015664	Dref
A4UZF9	unknown ID	-
Q08012	FBgn0004638	drk
Q2UY30	FBgn0052268	Drsl6
Q9VFV9	FBgn0038145	Droj2
Q7KNF1	FBgn0026722	drosha
Q8IHG0	FBgn0026479	Drp1
P51140	FBgn0000499	dsh
Q24324	FBgn0010269	Dsor1
B7Z0Z0	FBgn0278608	Dsp1
Q9VQH2	FBgn0283531	Duox
Q7JVY2	FBgn0000996	dup
Q8IPB1	FBgn0250837	dUTPase
A8DYB7	FBgn0033739	Dyb
Q7KT78	unknown ID	-
Q9W0T1-1	unknown ID	-
O96542	FBgn0000581	E(Pc)
Q24337	FBgn0011586	e(r)
Q27272	FBgn0000617	e(y)1
Q9VYX1	FBgn0000618	e(y)2
Q9VWF2	FBgn0087008	e(y)3
B7Z0G2	unknown ID	-
Q7KU30	FBgn0020445	E23
O77051	FBgn0024371	E2f2
O77062	FBgn0026439	Eaat1
Q9VRN3	FBgn0035624	Eaf6
Q8SXB3	FBgn0052099	CG32099
P54352-1	unknown ID	-
A1Z6P3	FBgn0027066	Eb1
Q95RJ9	FBgn0263933	ebi
Q9I7K5	FBgn0069242	eca
Q9W032	FBgn0000543	ecd
Q9VS50	FBgn0035766	eco
Q9U6M0	FBgn0028436	ECSIT
Q9VGE7	FBgn0260746	Ect3
A8JNN1	FBgn0262579	Sarm
Q961D6	FBgn0000547	ed
Q9VVI2	FBgn0036735	Edc3
Q8MS36	FBgn0032480	Edem2
A1ZAS8	FBgn0027506	EDTP
Q9VL18-1	unknown ID	-
Q9VL18-2	unknown ID	-
P05303	FBgn0000557	eEF1alpha2
P08736	FBgn0284245	eEF1alpha1
O96827	FBgn0028737	eEF1beta
Q9NJH0	FBgn0029176	eEF1gamma
P13060-1	unknown ID	-
P25867	FBgn0011217	eff
Q9W2H0	FBgn0034627	eEFSec
A1Z9E3	FBgn0024556	mEFTu1
O76866	FBgn0024993	CG2662
O76867	FBgn0024992	Spg7
Q9NF33	FBgn0040398	CG14629
Q9V3U1	FBgn0040397	CG3655
O96824	FBgn0026090	CG14812
O76876	FBgn0024987	ssx
O76877	FBgn0024986	CG3719
Q9U1K7	FBgn0040396	CG3939
Q8SWW9	FBgn0023536	CG3156
O46067	FBgn0023529	CG2918
O46069	FBgn0023527	CG3071
Q9XZS9	FBgn0026876	CG11403
O77435	FBgn0025621	CG16989
O77434	FBgn0260855	Sec22
O46078	unknown ID	-
O46079	FBgn0023521	CG3587
O46080	FBgn0023520	CG3857
Q7JQW4	unknown ID	-
O76894	FBgn0025390	Mur2B
O76896	FBgn0024983	CG4293
O46092	FBgn0023510	Rbcn-3B
O46094	FBgn0023508	Ocrl
Q5BIM0	FBgn0027794	Lrpprc2
Q8MS61	FBgn0040367	CG11382
Q8MR80	FBgn0040364	CG11378
Q9V3R3	FBgn0040346	CG3704
Q9V3X4	FBgn0040336	Seipin
Q8MYR7	FBgn0267350	Pi4KIIIalpha
Q7K764	FBgn0026083	tyf
P04412-1	unknown ID	-
Q32KD2	FBgn0086908	egg
O01346	FBgn0001404	egh
Q9W1K4	FBgn0000562	egl
Q5U117	FBgn0086712	Egm
Q9NJB4	FBgn0026250	eIF1A
P41374	FBgn0261609	eIF2alpha
Q9GQ89	FBgn0039726	eIF2Balpha
O76863	FBgn0024996	eIF2Bbeta
Q0E8X6	FBgn0034858	eIF2Bdelta
O46090	unknown ID	-
P41375	FBgn0004926	eIF2beta
A1ZA22	FBgn0034029	eIF2Bgamma
Q9U9Q4	FBgn0022023	eIF3h
Q9VCK0	FBgn0040227	eIF3d1
Q9VN25-1	unknown ID	-
Q9W4X7	FBgn0029629	eIF3g1
Q9VN50	FBgn0037270	eIF3f1
O77410	FBgn0025582	eIF3e
A1ZAX1	FBgn0034258	eIF3c
Q0E940	FBgn0034237	eIF3b
Q02748	FBgn0001942	eIF4A
Q8SXH3	unknown ID	-
Q7PLL3	FBgn0020660	eIF4B
P48598-1	unknown ID	-
P48598-2	unknown ID	-
Q8MZD6	FBgn0035823	eIF4E5
A8DZ29	FBgn0023213	eIF4G1
O61380	FBgn0023213	eIF4G1
Q9VXK6	FBgn0030719	eIF5
Q9GU68	FBgn0285952	eEF5
Q9NJH7	FBgn0026259	eIF5B
P56538	FBgn0034915	eIF6
O97121	FBgn0000566	Eip55E
Q7KM03	FBgn0005640	Eip63E
P08761-1	unknown ID	-
P45447-1	unknown ID	-
P91944	FBgn0020443	eRF3
Q9VCP0-1	unknown ID	-
O44226	FBgn0023212	EloB
Q7JWD6	FBgn0266711	EloC
Q9VQZ6	FBgn0031604	Elp3
Q9TVM2	FBgn0020497	emb
Q24336	FBgn0010435	emp
B7YZL0	unknown ID	-
A8JNJ9	FBgn0004875	enc
Q8T390	FBgn0038659	EndoA
A8DYJ0	FBgn0034433	EndoB
Q8IGU0	FBgn0034433	EndoB
Q9VUB8	FBgn0061515	endos
P15007-1	unknown ID	-
Q9VMB6	FBgn0263916	Ent2
A1Z6P8	FBgn0085421	Epac
Q8MMD2	FBgn0035060	Eps-15
Q9Y0Y5	FBgn0027496	epsilonCOP
Q9NH51	FBgn0261279	lqfR
Q7KMG7	FBgn0028434	Ercc1
Q9VPH7	FBgn0036974	eRF1
Q9V3A8	FBgn0035909	ergic53
Q3YMU0	FBgn0033663	ERp60
O44424	FBgn0023506	Es2
Q24338	FBgn0000588	esc
P08171	FBgn0000592	Est-6
Q9VLL5	FBgn0014417	CG13397
Q04688	FBgn0004510	Ets97D
Q9VNE2	FBgn0250753	kra
Q9VSJ8	FBgn0266667	Exo70
Q7KRZ3	FBgn0266668	Exo84
P28750	FBgn0000615	exu
Q9VZI8	FBgn0016013	Faa
O96838	FBgn0028741	fab1
O77047	FBgn0025608	Faf2
P55824-1	unknown ID	-
B7YZL9	FBgn0020440	Fak
Q8MSQ1	FBgn0038827	Fancd2
A8JR25	FBgn0285925	Fas1
A8DZ14	FBgn0000636	Fas3
Q9VW71	FBgn0261574	kug
Q9VKU1	FBgn0267828	Fatp1
Q24036	FBgn0014163	fax
Q8I0S6	FBgn0011205	fbl
Q494G8	FBgn0033609	Fbl6
Q7KT33	unknown ID	-
Q04691-1	unknown ID	-
P54398	FBgn0000640	Fbp2
P46415	FBgn0011768	Fdh
P37193	FBgn0011769	Fdx1
Q9V9S8-1	unknown ID	-
Q9GTX9	FBgn0041252	Femcoat
Q7K7A9	FBgn0025832	Fen1
Q8T9H6	FBgn0030241	feo
Q9U4U2	FBgn0015221	Fer2LCH
Q9W385	FBgn0030092	fh
Q9W1V3	FBgn0003062	Fib
Q7KUT4	unknown ID	-
O61604	FBgn0024238	Fim
Q9VD66	FBgn0038914	fit
Q9VZI3	FBgn0035498	Fit1
Q9VVD2	FBgn0036688	Fit2
P54397	FBgn0013269	Fkbp39
P48375	FBgn0013954	Fkbp12
Q9VL78	FBgn0029174	Fkbp59
Q9Y091-1	unknown ID	-
Q9VFS5	FBgn0024555	flfl
Q24020	FBgn0000709	fliI
O61491-2	unknown ID	-
O61492-1	unknown ID	-
Q9VU68-1	unknown ID	-
P48462	FBgn0000711	flw
Q9NFU0-1	unknown ID	-
Q9NFU0-2	unknown ID	-
Q9VSL7	FBgn0024236	foi
Q8INW9	FBgn0032773	fon
Q03043-1	unknown ID	-
Q7KAK2	FBgn0025373	Fpps
Q7KSD3	FBgn0023083	fray
B7Z015	unknown ID	-
Q9VT28-1	unknown ID	-
P13709-1	unknown ID	-
P13468	FBgn0000810	fs(1)K10
Q8MP07	FBgn0005390	fs(1)M3
Q9W451	FBgn0005390	fs(1)M3
O46100	FBgn0024365	CG12773
O46102	FBgn0024360	MTPAP
O46307	FBgn0024364	CG11417
O76904	FBgn0004650	fs(1)N
P25028	FBgn0000927	fs(1)Ya
O18388	FBgn0262743	Fs(2)Ket
Q7KTI0	FBgn0026718	Agpat2
Q8SZP9	FBgn0285971	prg
P26016-1	unknown ID	-
P30430-1	unknown ID	-
P30432-2	unknown ID	-
A1ZA30	unknown ID	-
Q9VJD3	FBgn0024689	fws
Q24044	FBgn0001086	fzy
P54362	FBgn0001087	g
Q95RU8	FBgn0040372	G9a
Q9W1E4	FBgn0034948	PPP1R15
P20828	unknown ID	-
Q04134	unknown ID	-
Q9VPI6	FBgn0031213	galectin
Q6WV20	FBgn0034025	Pgant1
Q8MV48	FBgn0030930	Pgant7
P23625-2	unknown ID	-
Q9U6R9	FBgn0028552	gammaSnap1
P23257	FBgn0260639	gammaTub23C
P42271	FBgn0010097	gammaTub37C
O18358	FBgn0020655	ArfGAP1
P07486	FBgn0001091	Gapdh1
P07487	FBgn0001092	Gapdh2
A1Z8W8	FBgn0264560	garz
Q9VM63	FBgn0031873	Gas41
Q9VE09	FBgn0260779	GatA
Q95TF1	FBgn0032223	GATAd
P27091	FBgn0024234	gbb
A4V4I0	FBgn0001105	Gbeta13F
P26308	FBgn0001105	Gbeta13F
Q24055	FBgn0261119	Prp19
Q8IGS1	FBgn0266465	GckIII
A4V448	FBgn0040319	Gclc
Q9W3K5	FBgn0040319	Gclc
Q9VCW6	FBgn0046114	Gclm
O01712	FBgn0019990	Gcn2
P54385-1	unknown ID	-
P54385-2	unknown ID	-
Q24349	FBgn0004868	Gdi
P22468	FBgn0001099	gdl
Q8MZ42	unknown ID	-
Q95V18	FBgn0265778	PDZ-GEF
Q9W1B0	FBgn0023081	gek
Q07171-3	unknown ID	-
Q7JX41	FBgn0033081	geminin
Q9VAW3	FBgn0039580	Gfat2
Q9V475	FBgn0261268	Cul3
Q6NP69	FBgn0250732	gfzf
Q95RK8	FBgn0030141	Gga
P38040	FBgn0004921	Ggamma1
P20353	FBgn0001104	Galphai
Q7K0T0	FBgn0005198	gig
Q8MR17	FBgn0030013	GIIIspla2
Q7K0S5	FBgn0034372	Gint3
P04146-1	unknown ID	-
P36951	FBgn0011770	Gip
Q4AB31	FBgn0250823	gish
Q9VQM4	FBgn0260817	gkt
P13496	FBgn0001108	DCTN1-p150
O97422	FBgn0066114	GlcAT-I
Q9VTG7-1	unknown ID	-
Q9V4W1	FBgn0033316	Gle1
Q8IG99	FBgn0259139	glo
P33438	FBgn0001114	Glt
Q961A5	FBgn0015391	glu
A8JNH8	unknown ID	-
A4UZZ4	FBgn0004507	GlyP
Q9XTL9	FBgn0004507	GlyP
Q8IGK8	FBgn0034697	GM130
Q9VXU1	FBgn0027287	Gmap
Q9VMW9	FBgn0031661	Gmd
Q9W1X8	FBgn0267823	Gmer
Q9NHA8	FBgn0040321	GNBP3
P35600	FBgn0004913	Gnf1
Q9VMP9	FBgn0031717	Oscillin
Q9VUI0	FBgn0001120	gnu
P16378-1	unknown ID	-
Q8SZ63	FBgn0039188	Golgin84
Q9VE50	FBgn0044871	Gos28
A1ZAA5	FBgn0001124	Got1
Q8IPY3	FBgn0001125	Got2
A1Z6H7	FBgn0266580	Gp210
Q9VAY2	FBgn0039562	Gp93
P13706-1	unknown ID	-
Q7K569	FBgn0022160	Gpo1
P32865	FBgn0260798	Gprk1
Q8IH82	FBgn0040493	grsm
Q9VW57	FBgn0036919	Grasp65
Q86PB3	unknown ID	-
Q95SR3	FBgn0026433	Grip128
Q8MT65	FBgn0026432	Grip163
Q86LC4	FBgn0032705	Grip71
Q9VKU7	FBgn0026431	Grip75
Q9XYP7-1	unknown ID	-
P16371-1	unknown ID	-
Q8IGE9	FBgn0263594	lost
Q8IG85	FBgn0286567	gry
Q86B44	FBgn0030882	Gss1
Q86B44	FBgn0052495	Gss2
P20477	FBgn0001142	Gs1
Q94529	FBgn0019982	Gs1l
P20354-1	unknown ID	-
P20432	FBgn0001149	GstD1
Q9VG97	FBgn0010039	GstD3
Q9VG96	FBgn0010040	GstD4
Q9VGA0	FBgn0038020	GstD9
Q7KK90	FBgn0034335	GstE1
A1ZB68	FBgn0063497	GstE3
A1ZB71	FBgn0063494	GstE6
A1ZB72	FBgn0063493	GstE7
A1ZB73	FBgn0063492	GstE8
Q7K8X7	FBgn0063491	GstE9
A4UZL5	FBgn0010226	GstS1
P41043	FBgn0010226	GstS1
Q9U5L1	FBgn0010391	SrpRalpha
Q95TN8	FBgn0260399	gwl
Q8IGQ5	FBgn0025592	Gk1
P83103	FBgn0046706	Haspin
B7Z0G1	FBgn0001179	hay
Q02870	FBgn0001179	hay
Q95SK5	FBgn0042712	HBS1
Q9V4C8-1	unknown ID	-
Q9VNC3	FBgn0037332	Hcs
Q9VNA8	FBgn0086695	hd
Q7KTS4	FBgn0025825	HDAC3
Q86NK9	FBgn0026428	HDAC6
B7Z0G7	FBgn0260397	Su(var)3-3
Q27268	FBgn0014189	Hel25E
Q71V44	FBgn0022787	Hel89B
P55162	FBgn0011771	Hem
Q23977-1	unknown ID	-
A8JRI1	FBgn0011224	heph
Q9VR91-1	unknown ID	-
Q1NZ60	FBgn0001186	Hex-A
Q0E8H9	FBgn0041630	Hexo1
Q9W3C4	FBgn0041629	Hexo2
O17468-1	unknown ID	-
P02255	FBgn0001195	His1
P02255	FBgn0051617	His1:CG31617
P02255	FBgn0053804	His1:CG33804
P02255	FBgn0053810	His1:CG33810
P02255	FBgn0053813	His1:CG33813
P02255	FBgn0053816	His1:CG33816
P02255	FBgn0053819	His1:CG33819
P02255	FBgn0053822	His1:CG33822
P02255	FBgn0053825	His1:CG33825
P02255	FBgn0053828	His1:CG33828
P02255	FBgn0053831	His1:CG33831
P02255	FBgn0053837	His1:CG33837
P02255	FBgn0053840	His1:CG33840
P02255	FBgn0053843	His1:CG33843
P02255	FBgn0053846	His1:CG33846
P02255	FBgn0053849	His1:CG33849
P02255	FBgn0053852	His1:CG33852
P02255	FBgn0053864	His1:CG33864
P84051	FBgn0001196	His2A
P84051	FBgn0051618	His2A:CG31618
P84051	FBgn0053808	His2A:CG33808
P84051	FBgn0053814	His2A:CG33814
P84051	FBgn0053817	His2A:CG33817
P84051	FBgn0053820	His2A:CG33820
P84051	FBgn0053823	His2A:CG33823
P84051	FBgn0053826	His2A:CG33826
P84051	FBgn0053829	His2A:CG33829
P84051	FBgn0053832	His2A:CG33832
P84051	FBgn0053835	His2A:CG33835
P84051	FBgn0053838	His2A:CG33838
P84051	FBgn0053841	His2A:CG33841
P84051	FBgn0053844	His2A:CG33844
P84051	FBgn0053847	His2A:CG33847
P84051	FBgn0053850	His2A:CG33850
P84051	FBgn0053862	His2A:CG33862
P84051	FBgn0053865	His2A:CG33865
P08985	FBgn0001197	His2Av
P02283	FBgn0001198	His2B
P02283	FBgn0053868	His2B:CG33868
P02283	FBgn0053870	His2B:CG33870
P02283	FBgn0053872	His2B:CG33872
P02283	FBgn0053874	His2B:CG33874
P02283	FBgn0053876	His2B:CG33876
P02283	FBgn0053878	His2B:CG33878
P02283	FBgn0053880	His2B:CG33880
P02283	FBgn0053882	His2B:CG33882
P02283	FBgn0053884	His2B:CG33884
P02283	FBgn0053886	His2B:CG33886
P02283	FBgn0053888	His2B:CG33888
P02283	FBgn0053890	His2B:CG33890
P02283	FBgn0053892	His2B:CG33892
P02283	FBgn0053894	His2B:CG33894
P02283	FBgn0053896	His2B:CG33896
P02283	FBgn0053898	His2B:CG33898
P02283	FBgn0053900	His2B:CG33900
P02283	FBgn0053902	His2B:CG33902
P02283	FBgn0053904	His2B:CG33904
P02283	FBgn0053906	His2B:CG33906
P02283	FBgn0053908	His2B:CG33908
P02283	FBgn0053910	His2B:CG33910
P02283	FBgn0061209	His2B:CG17949
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
P02299	FBgn0053851	His3:CG33851
P02299	FBgn0053854	His3:CG33854
P02299	FBgn0053857	His3:CG33857
P02299	FBgn0053860	His3:CG33860
P02299	FBgn0053863	His3:CG33863
P02299	FBgn0053866	His3:CG33866
P84040	FBgn0001200	His4
P84040	FBgn0013981	His4r
P84040	FBgn0051611	His4:CG31611
P84040	FBgn0053869	His4:CG33869
P84040	FBgn0053871	His4:CG33871
P84040	FBgn0053873	His4:CG33873
P84040	FBgn0053875	His4:CG33875
P84040	FBgn0053877	His4:CG33877
P84040	FBgn0053879	His4:CG33879
P84040	FBgn0053881	His4:CG33881
P84040	FBgn0053883	His4:CG33883
P84040	FBgn0053885	His4:CG33885
P84040	FBgn0053887	His4:CG33887
P84040	FBgn0053889	His4:CG33889
P84040	FBgn0053891	His4:CG33891
P84040	FBgn0053893	His4:CG33893
P84040	FBgn0053895	His4:CG33895
P84040	FBgn0053897	His4:CG33897
P84040	FBgn0053899	His4:CG33899
P84040	FBgn0053901	His4:CG33901
P84040	FBgn0053903	His4:CG33903
P84040	FBgn0053905	His4:CG33905
P84040	FBgn0053907	His4:CG33907
P84040	FBgn0053909	His4:CG33909
Q24185	FBgn0001202	hook
Q8MRH4	FBgn0263198	Acn
Q8MYS0	FBgn0001565	Hlc
Q05783	FBgn0004362	HmgD
Q7K4Q9	FBgn0010611	Hmgs
Q06943	FBgn0010228	HmgZ
Q24160	FBgn0015737	Hmu
Q9VGJ9	FBgn0037933	Ho
Q8I930	FBgn0041150	hoe1
Q9U3Z7	FBgn0286786	hoip
O96607	FBgn0025777	homer
Q0E8S7	FBgn0025777	homer
O61650	FBgn0024352	Stip1
O01367-1	unknown ID	-
Q95SE0	FBgn0030082	HP1b
Q9VCU6	FBgn0039019	HP1c
Q8T0S6	FBgn0261456	hpo
Q9VNI8	FBgn0037382	Hpr1
A4V0B8	unknown ID	-
P48809-1	unknown ID	-
P48810-1	unknown ID	-
A4V3J5	FBgn0001215	Hrb98DE
P07909-1	unknown ID	-
Q8MZ09	FBgn0015949	hrg
Q960X8-1	unknown ID	-
P29843	FBgn0001216	Hsc70-1
P11146	FBgn0001217	Hsc70-2
P29844	FBgn0001218	Hsc70-3
P11147	FBgn0266599	Hsc70-4
P29845	FBgn0001220	Hsc70-5
P02516	FBgn0001224	Hsp23
P02517	FBgn0001225	Hsp26
P02518	FBgn0001226	Hsp27
O02649	FBgn0015245	Hsp60A
P02825	FBgn0013276	Hsp70Ab
Q8INI8	FBgn0013277	Hsp70Ba
P02828	FBgn0001233	Hsp83
Q9VFJ3	FBgn0038233	HtrA2
Q02645-1	unknown ID	-
Q8T069	FBgn0027655	htt
Q8SZB6	FBgn0026417	Hus1-like
P51592	FBgn0002431	hyd
Q9VHI1	FBgn0037657	hyx
A8JNP7	FBgn0028429	I-2
Q9VKN7	FBgn0024227	aurB
Q24307	FBgn0015247	Diap2
O01382	FBgn0019972	Drice
A1ZAW5	FBgn0029079	icln
Q7JVW9	FBgn0028546	ics
Q7KV60	unknown ID	-
P22817	FBgn0001247	Ide
Q9V3D4	FBgn0020415	Idgf2
Q8MLZ7	FBgn0020414	Idgf3
Q9W303	FBgn0026415	Idgf4
B7Z0E0	FBgn0001248	Idh
P12080-1	unknown ID	-
Q86PE7	FBgn0086657	IKKepsilon
Q9NHC7	FBgn0028427	Ilk
Q8ML70-2	unknown ID	-
Q7K4Z4	FBgn0013983	imd
Q0KHU2	FBgn0285926	Imp
Q7JRJ9	FBgn0260991	Incenp
Q9VVT2-1	unknown ID	-
O97477	FBgn0025885	Inos
Q24367	FBgn0011674	insc
Q9VH19	FBgn0086359	Invadolysin
Q9V427	FBgn0027108	Inx2
Q9VAS7	FBgn0265274	Inx3
O76994	FBgn0025366	Ip259
Q8MRX9	FBgn0031267	Ipk2
A8JR87	FBgn0265042	Irk1
Q23976	FBgn0011774	Irbp
O76934	FBgn0024958	Irp-1A
O76935	FBgn0024957	Irp-1B
Q24368	FBgn0011604	Iswi
P29993-1	unknown ID	-
Q7KBL8	FBgn0001276	ix
Q9V3P0	FBgn0040309	Jafrac1
Q9V3Q4	FBgn0040308	Jafrac2
Q7K1V5	FBgn0037374	jagn
P20348-1	unknown ID	-
Q01989-2	unknown ID	-
Q8MME5	FBgn0028371	jbug
Q9VHH9	FBgn0037659	Kdm2
Q9W0X3	FBgn0035088	CG3776
Q7JRC3	FBgn0010053	Jheh1
A1ZBF3	unknown ID	-
Q7K1W4	FBgn0034406	Jheh3
Q8MKW7	FBgn0028426	RNaseZ
Q9VKC2	FBgn0028425	JhI-21
Q9I7K0-1	unknown ID	-
O76521	FBgn0024889	Kap-alpha1
O76522	FBgn0027338	Kap-alpha3
Q960E2	FBgn0087013	Karybeta3
Q0KHS0	FBgn0040207	kat80
O76767	FBgn0267330	KdelR
Q9W401-2	unknown ID	-
Q8T0J0	FBgn0032484	kek4
Q86PM1	FBgn0031016	kek5
Q9VVJ5	FBgn0052177	Ndfip
Q7JX82	FBgn0010504	kermit
Q9GYV5	FBgn0041205	key
Q9VPT3	FBgn0086130	Dbp21E2
P17210	FBgn0001308	Khc
A1ZA18	FBgn0019968	Khc-73
O76926	FBgn0024887	kin17
B7Z002	FBgn0266557	kis
Q7YU15	FBgn0001316	klar
P46824	FBgn0010235	Klc
A4V4A1	FBgn0030268	Klp10A
Q960Z0	FBgn0030268	Klp10A
Q9NGN7	FBgn0032243	Klp31E
Q9XZ29	FBgn0011606	Klp3A
P46863	FBgn0004378	Klp61F
P91945	FBgn0004379	Klp67A
Q9VYX4	FBgn0027259	Kmn1
A1Z6Q1	FBgn0265003	koi
B7Z0M0	FBgn0264751	Vti1b
Q9V447	FBgn0266449	Kr-h2
Q9V393	FBgn0040206	krz
A8JNJ6	FBgn0004167	kst
Q9VW47	FBgn0001324	kto
Q8MSM8	FBgn0041627	Ku80
A8DZ03	FBgn0259984	kuz
O46072	FBgn0001330	kz
Q7JXA2	FBgn0267824	PRAS40
O97454	FBgn0001491	l(1)10Bb
O77426	unknown ID	-
Q9XYP8	FBgn0001612	Grip91
Q9VR89	FBgn0027334	l(1)G0004
Q9VY50	FBgn0026713	l(1)G0007
Q9W3C1	FBgn0027330	l(1)G0020
Q7KVW2	FBgn0026702	Pop1
Q960F1	unknown ID	-
Q8T3X9	FBgn0026666	MagR
Q9W3M8	FBgn0260858	Ykt6
Q9VWH4-1	unknown ID	-
Q7KVT8	FBgn0027280	l(1)G0193
Q9VR59-1	unknown ID	-
Q0KHR1	unknown ID	-
Q9W2X6	FBgn0028342	ATPsyndelta
Q59E68	FBgn0028341	Ptpmeg2
Q8IRQ5	FBgn0286222	Fum1
Q9VRG7	FBgn0029067	Dd
Q9W2V9	FBgn0028331	l(1)G0289
Q9W335	FBgn0028327	l(1)G0320
Q7KVX1	FBgn0028325	Pdha
Q9W590	FBgn0266284	Ns3
Q95R95	FBgn0010497	dmGlut
A8DYI6	FBgn0010551	Phb2
Q9V9A7	FBgn0042083	Mccc2
A0AQH0	FBgn0010590	Prosbeta1
Q9VKM3	FBgn0010612	ATPsynG
Q9W1V8	FBgn0010622	DCTN3-p24
Q8SYL1	FBgn0022288	l(2)09851
Q9VJQ4	FBgn0286027	Rnmt
Q9V3Y2	FBgn0001977	CIAPIN1
Q9VJP9	FBgn0259982	Uxt
Q9Y134	FBgn0001986	Mtr4
Q8IP37	unknown ID	-
Q9VJ10	FBgn0002021	l(2)37Bb
Q9VIZ3	FBgn0086444	l(2)37Cb
P24156	FBgn0002031	l(2)37Cc
Q9VIZ1	FBgn0086446	DCTN6-p27
Q9VIZ0	FBgn0086447	l(2)37Cg
A1Z7H2	FBgn0263120	Acsl
P82147-1	unknown ID	-
Q9VKJ9	FBgn0261983	l(2)gd1
P08111-1	unknown ID	-
A1ZAS3	FBgn0022029	l(2)k01209
Q9V7P1	FBgn0262560	wcd
Q9VM75	FBgn0086451	l(2)k09022
Q7K274	FBgn0021979	l(2)k09913
Q8T3M6	FBgn0021856	l(2)k14505
Q7KN74	FBgn0021847	Ttc7
Q7K126	FBgn0033029	Not3
Q27333	FBgn0011297	Alg3
Q8SZI1	FBgn0267378	sau
Q27237-1	unknown ID	-
Q9VTE5	FBgn0010741	Pfdn2
Q8IH53	FBgn0010786	l(3)02640
Q24269	FBgn0010808	Chchd3
Q9VNR6	FBgn0010830	l(3)04053
Q9VE96	FBgn0010877	l(3)05822
Q9VEJ2	FBgn0010926	l(3)07882
Q9VUC7	FBgn0013563	Pex1
Q0KIB9	FBgn0013576	mtd
Q7JPT7	FBgn0002354	l(3)87Df
Q9VTT2	FBgn0011335	vers
O76931	FBgn0002441	l(3)mbt
Q9VTU2	FBgn0011455	ND-SGDH
Q9V9U4	FBgn0261479	nero
P40796	FBgn0011638	La
Q24372-1	unknown ID	-
Q9U912	FBgn0002524	lace
Q8T8Z9	FBgn0020280	laf
Q9W423	FBgn0040918	schlank
P08928	FBgn0002525	Lam
Q03427	FBgn0010397	LamC
Q00174	FBgn0002526	LanA
P11046	FBgn0261800	LanB1
P15215	FBgn0267348	LanB2
Q9VI75	FBgn0086372	lap
P16621	FBgn0000464	Lar
Q94901	FBgn0011640	lark
Q9VAW5-1	unknown ID	-
Q9VPF7	unknown ID	-
Q8I7C3-1	unknown ID	-
Q8MLV1-1	unknown ID	-
Q9VSD7	FBgn0035838	ldbr
Q9VF78	FBgn0026634	Cog2
P34739	FBgn0002542	lds
B7Z0Q8	FBgn0051072	Lerp
Q9W1N3	FBgn0034877	levy
Q961D9	FBgn0039907	lgs
O62602	FBgn0261524	lic
Q9VMJ7	FBgn0031759	lid
Q86S05-2	unknown ID	-
Q8MS06	FBgn0030506	DNAlig4
Q9GU72	FBgn0041588	eIF2D
Q9V4Z9	FBgn0002552	lin
Q24311	FBgn0015509	Cul1
Q9W482	FBgn0029800	lin-52
Q9VM93	FBgn0046704	Liprin-alpha
Q7KNS3	FBgn0015754	Lis-1
Q7KA43	FBgn0250903	lmgA
Q9VLJ5	FBgn0085470	lmgB
Q7KUQ5	FBgn0261565	Lmpt
Q95RG6	unknown ID	-
P42283-1	unknown ID	-
B7YZR8	unknown ID	-
Q7KRI2	FBgn0022238	lolal
Q7K2S9	FBgn0259795	loopin-1
Q27IS6	FBgn0032515	loqs
A8JRC7	FBgn0051092	LpR2
Q7KU90	FBgn0028582	lqf
Q24386	FBgn0010398	Lrr47
Q0KHS6	FBgn0030608	Lsd-2
Q9VXY7	FBgn0030608	Lsd-2
A1Z8C4	FBgn0033554	Lsm10
Q76NP9	FBgn0067622	LSm-4
P11995	FBgn0002562	Lsp1alpha
P11996	FBgn0002563	Lsp1beta
P11997	FBgn0002564	Lsp1gamma
Q24388	FBgn0002565	Lsp2
O76248	FBgn0002566	lt
A1Z7S1	FBgn0002567	Rab32
Q8MSS1	FBgn0029688	lva
Q7KNM2	FBgn0010602	lwr
A4UZW2	FBgn0005278	Sam-S
P40320-1	unknown ID	-
P42003	FBgn0011648	Mad
Q9VRQ2	FBgn0035640	mad2
Q9Y0Y6	FBgn0027497	Madm
Q9VNS0-1	unknown ID	-
Q9VNS0-2	unknown ID	-
Q9I7L4	FBgn0037481	MAGE
P49028	FBgn0002736	mago
Q9VRA2	FBgn0002641	mal
Q7JRE4	FBgn0034962	MAN1
